index,Prix (€),Marque,Taille,Etat,Matière,Localisation,Option de paiement,Vues,Date d'ajout,Département,Libellé du département,Nbvoix,%popent,%popvot,Niveau de vie commune
38,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,25,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59, 19 919   
39,8.0,NEW Stone,W32 | FR 42,Bon état,,Sornay,Carte bancaire,4,"12/27/2023, 4:28:43 PM",70,Haute-Saône,19043.0,10.69,21.29, 22 921   
40,15.0,Levi's,W30 | FR 40,Très bon état,,Paris,Carte bancaire,118,"12/28/2023, 10:13:59 PM",75,Paris,298944.0,21.94,40.16,
41,6.0,Kaporal,W32 | FR 42,Très bon état,Coton,Serqueux,Carte bancaire,81,"12/26/2023, 8:43:06 PM",52,Haute-Marne,,,, 19 015   
42,5.0,Zara,M,Neuf sans étiquette,,Carnoux-en-Provence,Carte bancaire,22,"12/26/2023, 9:42:49 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 179   
43,5.0,Uniqlo,W30 | FR 40,Neuf sans étiquette,,Levallois-Perret,Carte bancaire,35,"12/29/2023, 1:02:50 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 29 642   
44,5.0,Zara,W28 | FR 38,Bon état,,Lignan-sur-Orb,Carte bancaire,0,"12/29/2023, 12:22:57 PM",34,Hérault,119495.0,14.02,29.759999999999998, 19 843   
45,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,16,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27, 20 265   
46,5.0,Celio,W34 | FR 44,Très bon état,,Mouzon,Carte bancaire,36,"12/26/2023, 10:00:47 PM",8,Ardennes,16083.0,8.6,19.11, 18 228   
47,5.0,Bonobo,W38 | FR 48,Très bon état,,Plaisance-du-Touch,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31,Haute-Garonne,167327.0,17.84,34.05, 24 027   
48,5.0,Sixth June,W33 | FR 42,Bon état,,Les Pennes-Mirabeau,Carte bancaire,6,"12/27/2023, 10:53:39 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 033   
49,5.0,Bonobo,W30 | FR 40,Très bon état,Coton,Saint-Mihiel,Carte bancaire,17,"12/27/2023, 6:34:12 PM",55,Meuse,12362.0,9.15,19.79, 17 391   
50,8.0,Diesel,W34 | FR 44,Bon état,,Bellegarde,Carte bancaire,54,"12/27/2023, 2:20:24 PM",30,Gard,73880.0,13.25,28.74, 18 767   
51,10.0,Levi's,W38 | FR 48,Très bon état,,Le Chambon-Feugerolles,Carte bancaire,21,"12/28/2023, 1:05:01 PM",42,Loire,60447.0,11.71,24.85, 16 851   
52,9.0,Lee Cooper,W34 | FR 44,Très bon état,"Coton, Polyes",Lyon,Carte bancaire,13,"12/28/2023, 4:12:15 PM",69,Rhône,187775.0,15.75,31.479999999999997,
53,10.0,Nike,L,Très bon état,,Saint-Jean-Lasseille,Carte bancaire,25,"12/29/2023, 10:06:33 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82, 18 959   
54,5.0,Zara,W31 | FR 40,Très bon état,,Feignies,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59,Nord,232470.0,12.77,29.29, 16 860   
55,5.0,Celio,W32 | FR 42,Très bon état,"Coton, Élasth",Mirmande,Carte bancaire,13,"12/28/2023, 10:32:57 AM",26,Drôme,60695.0,15.81,31.770000000000003, 21 722   
56,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Fondettes,Carte bancaire,11,"12/28/2023, 6:08:18 PM",37,Indre-et-Loire,70126.0,15.86,31.799999999999997, 25 099   
57,5.0,Jack & Jones,W31 | FR 40,Neuf sans étiquette,,Achicourt,Carte bancaire,10,"12/28/2023, 11:02:03 AM",62,Pas-de-Calais,111504.0,10.17,22.5, 19 146   
58,5.0,Bershka,W31 | FR 40,Très bon état,,Feignies,Carte bancaire,0,"12/29/2023, 12:20:44 PM",59,Nord,232470.0,12.77,29.29, 16 860   
59,5.0,Bershka,W31 | FR 40,Très bon état,,Feignies,Carte bancaire,0,"12/29/2023, 12:19:24 PM",59,Nord,232470.0,12.77,29.29, 16 860   
60,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Fondettes,Carte bancaire,3,"12/28/2023, 9:11:26 AM",37,Indre-et-Loire,70126.0,15.86,31.799999999999997, 25 099   
61,5.0,Pull & Bear,W32 | FR 42,Bon état,,Perros-Guirec,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22,Côtes-d'Armor,72743.0,15.37,28.380000000000003, 22 451   
62,5.0,Ross Carra,W26 | FR 36,Bon état,,Blainville-sur-l'Eau,Carte bancaire,4,"12/28/2023, 1:46:54 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
63,8.0,Jules,W30 | FR 40,Très bon état,,Valenciennes,Carte bancaire,5,"12/28/2023, 5:15:59 PM",59,Nord,232470.0,12.77,29.29, 17 591   
64,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,3,"12/28/2023, 8:45:19 PM",72,Sarthe,46201.0,11.209999999999999,25.23, 19 113   
65,5.0,H&M,W23 | FR 32,Très bon état,,Paris,Carte bancaire,12,"12/27/2023, 12:27:55 PM",75,Paris,298944.0,21.94,40.16,
66,5.0,Celio,W38 | FR 48,Très bon état,,Thoiry,Carte bancaire,61,"12/25/2023, 10:46:04 AM",1,Ain,51895.0,11.78,25.04, 32 701   
67,6.0,Jack & Jones,W29 | FR 38,Neuf sans étiquette,,Belleydoux,Carte bancaire,0,"12/29/2023, 11:23:29 AM",1,Ain,51895.0,11.78,25.04, 21 730   
68,6.0,,W34 | FR 44,Très bon état,,Tourny,Carte bancaire,13,"12/28/2023, 6:19:17 PM",27,Eure,53761.0,12.389999999999999,25.92, 21 250   
69,5.0,Zara,W32 | FR 42,Satisfaisant,,Riantec,Carte bancaire,2,"12/29/2023, 10:43:33 AM",56,Morbihan,82148.0,13.440000000000001,26.09, 20 710   
70,6.0,Zara,W30 | FR 40,Très bon état,,Feignies,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59,Nord,232470.0,12.77,29.29, 16 860   
71,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,0,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61, 21 846   
72,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Fougueyrolles,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24,Dordogne,43986.0,13.77,25.77, 18 238   
73,10.0,Redskins,W33 | FR 42,Neuf avec étiquette,,Arles,Carte bancaire,2,"12/29/2023, 12:27:06 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 17 465   
74,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,124,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 28 064   
75,5.0,Openfield,W36 | FR 46,Très bon état,,Seichamps,Carte bancaire,126,"12/28/2023, 6:50:32 AM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 22 429   
76,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,0,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26, 19 175   
77,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Paris,Carte bancaire,0,"12/29/2023, 12:15:38 PM",75,Paris,298944.0,21.94,40.16,
78,7.0,ICON,W32 | FR 42,Très bon état,,Berre-l'Étang,Carte bancaire,105,"12/27/2023, 10:16:05 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 17 844   
79,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Guiler-sur-Goyen,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29,Finistère,118179.0,16.59,32.06, 18 416   
80,5.0,Kiliwatch,W32 | FR 42,Neuf sans étiquette,,Camaret-sur-Aigues,Carte bancaire,0,"12/29/2023, 12:39:04 PM",84,Vaucluse,49879.0,12.06,26.27, 19 880   
81,6.0,,W34 | FR 44,Très bon état,,Lamonzie-Saint-Martin,Carte bancaire,13,"12/28/2023, 5:49:40 PM",24,Dordogne,43986.0,13.77,25.77, 19 244   
82,5.0,Dsquared2,W23 | FR 32,Satisfaisant,,Carpiquet,Carte bancaire,67,"12/28/2023, 2:35:59 PM",14,Calvados,75199.0,14.61,29.09, 20 117   
83,8.0,Quiksilver,W36 | FR 46,Très bon état,Coton,Saint-Germain,Carte bancaire,2,"12/26/2023, 8:31:44 AM",7,Ardèche,24851.0,9.68,18.490000000000002, 20 022   
84,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Pardines,Carte bancaire,43,"12/28/2023, 8:12:34 PM",63,Puy-de-Dôme,92396.0,19.66,39.02, 20 721   
85,5.0,Bonobo,W38 | FR 48,Très bon état,,Plaisance-du-Touch,Carte bancaire,1,"12/29/2023, 11:48:27 AM",31,Haute-Garonne,167327.0,17.84,34.05, 24 027   
86,5.0,Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes",Broye-Aubigney-Montseugny,Carte bancaire,19,"12/27/2023, 9:47:41 AM",70,Haute-Saône,19043.0,10.69,21.29, 20 135   
87,5.0,ICON,W23 | FR 32,Très bon état,,Quimper,Carte bancaire,48,"12/28/2023, 4:13:03 PM",29,Finistère,118179.0,16.59,32.06, 19 950   
88,6.0,Celio,W40 | FR 50,Très bon état,Coton,Saint-Geours-de-Maremne,Carte bancaire,10,"12/28/2023, 2:19:04 PM",40,Landes,55420.0,16.74,31.939999999999998, 20 384   
89,5.0,Sixth Sense,W48 | FR 58,Bon état,,Blainville-sur-l'Eau,Carte bancaire,7,"12/28/2023, 1:36:41 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
90,8.0,Bershka,W31 | FR 40,Bon état,"Coton, V",Guissény,Carte bancaire,44,"12/28/2023, 11:05:33 AM",29,Finistère,118179.0,16.59,32.06, 20 015   
91,5.0,Kiabi,W40 | FR 50,Très bon état,,La Bazoge,Carte bancaire,4,"12/29/2023, 10:13:26 AM",50,Manche,48914.0,12.72,25.990000000000002, 16 251   
92,6.0,Creeks,W36 | FR 46,Très bon état,,Lattes,Carte bancaire,9,"12/28/2023, 2:42:21 PM",34,Hérault,119495.0,14.02,29.759999999999998, 23 171   
93,10.0,Jack & Jones,W33 | FR 42,Neuf sans étiquette,,Saint-Denis-du-Payré,Carte bancaire,4,"12/29/2023, 12:34:58 PM",85,Vendée,64225.0,11.62,24.23, 19 061   
94,5.0,Pull & Bear,W28 | FR 38,Très bon état,Denim,Saint-Bernard,Carte bancaire,0,"12/29/2023, 11:51:59 AM",1,Ain,51895.0,11.78,25.04, 27 523   
95,8.0,G-Star,W32 | FR 42,Très bon état,,Chamalières,Carte bancaire,20,"12/29/2023, 10:06:25 AM",63,Puy-de-Dôme,92396.0,19.66,39.02, 25 765   
96,6.0,Devred,W33 | FR 42,Très bon état,,Bussières,Carte bancaire,9,"12/28/2023, 10:50:59 AM",21,Côte-d'Or,46366.0,12.59,25.119999999999997,
97,6.0,Red Bridge,W30 | FR 40,Très bon état,Coton,Hérouville-Saint-Clair,Carte bancaire,2,"12/29/2023, 12:19:55 PM",14,Calvados,75199.0,14.61,29.09, 16 776   
98,8.0,,W23 | FR 32,Très bon état,,Hombleux,Carte bancaire,0,"12/29/2023, 12:40:10 PM",80,Somme,52514.0,12.78,26.61, 17 941   
99,5.0,Ritchie,W30 | FR 40,Très bon état,"Coton, Polyes",Aveizieux,Carte bancaire,0,"12/29/2023, 12:04:03 PM",42,Loire,60447.0,11.71,24.85, 22 463   
100,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,7,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64, 18 378   
101,5.0,Wrangler,W31 | FR 40,Très bon état,"Coton, Polyes",Aveizieux,Carte bancaire,2,"12/29/2023, 12:09:31 PM",42,Loire,60447.0,11.71,24.85, 22 463   
102,6.0,Jules,W32 | FR 42,Très bon état,,Saint-Nicolas-de-la-Taille,Carte bancaire,1,"12/29/2023, 12:21:02 PM",76,Seine-Maritime,134442.0,15.23,31.92, 22 320   
103,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,5,"12/28/2023, 8:43:05 PM",72,Sarthe,46201.0,11.209999999999999,25.23, 19 113   
104,6.0,Pull & Bear,W32 | FR 42,Très bon état,,Perros-Guirec,Carte bancaire,8,"12/27/2023, 1:35:41 PM",22,Côtes-d'Armor,72743.0,15.37,28.380000000000003, 22 451   
105,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,5,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998, 19 601   
106,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,4,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99, 25 214   
107,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,25,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59, 19 919   
108,8.0,NEW Stone,W32 | FR 42,Bon état,,Sornay,Carte bancaire,4,"12/27/2023, 4:28:43 PM",70,Haute-Saône,19043.0,10.69,21.29, 22 921   
109,15.0,Levi's,W30 | FR 40,Très bon état,,Paris,Carte bancaire,121,"12/28/2023, 10:13:59 PM",75,Paris,298944.0,21.94,40.16,
110,6.0,Kaporal,W32 | FR 42,Très bon état,Coton,Serqueux,Carte bancaire,81,"12/26/2023, 8:43:06 PM",52,Haute-Marne,,,, 19 015   
111,5.0,Zara,M,Neuf sans étiquette,,Carnoux-en-Provence,Carte bancaire,22,"12/26/2023, 9:42:49 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 179   
112,5.0,Uniqlo,W30 | FR 40,Neuf sans étiquette,,Levallois-Perret,Carte bancaire,36,"12/29/2023, 1:02:50 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 29 642   
113,5.0,Zara,W28 | FR 38,Bon état,,Lignan-sur-Orb,Carte bancaire,0,"12/29/2023, 12:22:57 PM",34,Hérault,119495.0,14.02,29.759999999999998, 19 843   
114,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,16,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27, 20 265   
115,5.0,Celio,W34 | FR 44,Très bon état,,Mouzon,Carte bancaire,36,"12/26/2023, 10:00:47 PM",8,Ardennes,16083.0,8.6,19.11, 18 228   
116,5.0,Sixth June,W33 | FR 42,Bon état,,Les Pennes-Mirabeau,Carte bancaire,6,"12/27/2023, 10:53:39 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 23 033   
117,5.0,Bonobo,W30 | FR 40,Très bon état,Coton,Saint-Mihiel,Carte bancaire,17,"12/27/2023, 6:34:12 PM",55,Meuse,12362.0,9.15,19.79, 17 391   
118,8.0,Diesel,W34 | FR 44,Bon état,,Bellegarde,Carte bancaire,55,"12/27/2023, 2:20:24 PM",30,Gard,73880.0,13.25,28.74, 18 767   
119,10.0,Levi's,W38 | FR 48,Très bon état,,Le Chambon-Feugerolles,Carte bancaire,21,"12/28/2023, 1:05:01 PM",42,Loire,60447.0,11.71,24.85, 16 851   
120,9.0,Lee Cooper,W34 | FR 44,Très bon état,"Coton, Polyes",Lyon,Carte bancaire,13,"12/28/2023, 4:12:15 PM",69,Rhône,187775.0,15.75,31.479999999999997,
121,10.0,Nike,L,Très bon état,,Saint-Jean-Lasseille,Carte bancaire,25,"12/29/2023, 10:06:33 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82, 18 959   
122,5.0,Zara,W31 | FR 40,Très bon état,,Feignies,Carte bancaire,0,"12/29/2023, 12:24:43 PM",59,Nord,232470.0,12.77,29.29, 16 860   
123,5.0,Bonobo,W32 | FR 42,Très bon état,"Coton, Polyes",Fondettes,Carte bancaire,11,"12/28/2023, 6:08:18 PM",37,Indre-et-Loire,70126.0,15.86,31.799999999999997, 25 099   
124,5.0,Jack & Jones,W31 | FR 40,Neuf sans étiquette,,Achicourt,Carte bancaire,10,"12/28/2023, 11:02:03 AM",62,Pas-de-Calais,111504.0,10.17,22.5, 19 146   
125,5.0,,W27 | FR 36,Très bon état,,Châtenay-Malabry,Carte bancaire,4,"12/29/2023, 1:22:42 AM",92,Hauts-de-Seine,165750.0,16.51,31.63, 23 172   
126,5.0,Bershka,W31 | FR 40,Très bon état,,Feignies,Carte bancaire,0,"12/29/2023, 12:20:44 PM",59,Nord,232470.0,12.77,29.29, 16 860   
127,5.0,Bershka,W31 | FR 40,Très bon état,,Feignies,Carte bancaire,0,"12/29/2023, 12:19:24 PM",59,Nord,232470.0,12.77,29.29, 16 860   
128,5.0,Shein,W23 | FR 32,Neuf avec étiquette,Coton,Fondettes,Carte bancaire,3,"12/28/2023, 9:11:26 AM",37,Indre-et-Loire,70126.0,15.86,31.799999999999997, 25 099   
129,5.0,Pull & Bear,W32 | FR 42,Bon état,,Perros-Guirec,Carte bancaire,1,"12/27/2023, 1:38:18 PM",22,Côtes-d'Armor,72743.0,15.37,28.380000000000003, 22 451   
130,5.0,Ross Carra,W26 | FR 36,Bon état,,Blainville-sur-l'Eau,Carte bancaire,4,"12/28/2023, 1:46:54 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 19 587   
131,8.0,Jules,W30 | FR 40,Très bon état,,Valenciennes,Carte bancaire,5,"12/28/2023, 5:15:59 PM",59,Nord,232470.0,12.77,29.29, 17 591   
132,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,3,"12/28/2023, 8:45:19 PM",72,Sarthe,46201.0,11.209999999999999,25.23, 19 113   
133,6.0,,W34 | FR 44,Très bon état,,Tourny,Carte bancaire,13,"12/28/2023, 6:19:17 PM",27,Eure,53761.0,12.389999999999999,25.92, 21 250   
134,5.0,Zara,W32 | FR 42,Satisfaisant,,Riantec,Carte bancaire,2,"12/29/2023, 10:43:33 AM",56,Morbihan,82148.0,13.440000000000001,26.09, 20 710   
135,6.0,Zara,W30 | FR 40,Très bon état,,Feignies,Carte bancaire,1,"12/29/2023, 11:39:14 AM",59,Nord,232470.0,12.77,29.29, 16 860   
136,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,0,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61, 21 846   
137,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Fougueyrolles,Carte bancaire,1,"12/29/2023, 11:09:58 AM",24,Dordogne,43986.0,13.77,25.77, 18 238   
138,10.0,Redskins,W33 | FR 42,Neuf avec étiquette,,Arles,Carte bancaire,2,"12/29/2023, 12:27:06 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 17 465   
139,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,124,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 28 064   
140,5.0,Openfield,W36 | FR 46,Très bon état,,Seichamps,Carte bancaire,129,"12/28/2023, 6:50:32 AM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998, 22 429   
141,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,0,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26, 19 175   
142,10.0,RAW,W25 | FR 34,Neuf sans étiquette,,Paris,Carte bancaire,0,"12/29/2023, 12:15:38 PM",75,Paris,298944.0,21.94,40.16,
143,7.0,ICON,W32 | FR 42,Très bon état,,Berre-l'Étang,Carte bancaire,105,"12/27/2023, 10:16:05 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997, 17 844   
144,5.0,Jack & Jones,W32 | FR 42,Très bon état,,Guiler-sur-Goyen,Carte bancaire,125,"12/24/2023, 10:42:36 AM",29,Finistère,118179.0,16.59,32.06, 18 416   
